Fabricante,Modelo,Ano,Categoria,Couro,Combustivel,Volume_motor,Km,Cilindros,Tipo_cambio,Tracao,Portas,Rodas,Cor,Airbags,Preco,Numero_proprietarios
TOYOTA,Camry,2014,Sedan,Sim,Gasoli,2.5,12000,4,Tiptronic,Dianteira,45,2,Branco,6,18189,4
BMW,M5,2010,Sedan,Sim,Gasol.,5,,10,Manual,Traseira,45,17,Preto,12,47042,1
MERCEDESBENZ,ML 350,2011,SUV,Sim,DIESEL,3,275862,6,Automatico,4x4,45,4,Prata,12,470,5
CHEVROLET,Orlando,2013,SUV,Sim,diesel,2,37106,4,Automatico,Dianteira,45,15,Cinza,4,32973,5
HYUNDAI,H1,2017,Universal,Sim,Diesel,2.5,188000,4,Automatico,Dianteira,45,4,Prata,4,34692,4
MERCEDESBENZ,ML 320,2000,SUV,Sim,Gás tural,3.2,111111,6,Tiptronic,4x4,45,16,Cinza,12,7997,3
MERCEDESBENZ,E 320,1998,Sedan,Sim,GASOLI,3.2,253000,6,Automatico,Traseira,45,9,Prata,6,7213,3
AUDI,A6 ?6,2008,Sedan,Sim,Gasol.,3.2,158177,6,Tiptronic,4x4,45,22,Cinza,12,21953,2
TOYOTA,Aqua,2013,Hatchback,o,Hibrido,1.5,135000,4,Automatico,Dianteira,45,26,Cinza,4,10400,4
BMW,335,2010,Sedan,Sim,Gasoli,3.5 Turbo,94000,6,Tiptronic,Traseira,45,4,Branco,6,23521,2
MERCEDESBENZ,ML 350,2011,SUV,Sim,DIESEL,3.5,220323,6,Automatico,4x4,45,7,Preto,12,157,4
TOYOTA,Avalon,2016,Sedan,Sim,Hibrido,2.5,31387,4,Automatico,Dianteira,45,18,Prata,12,4704,4
TOYOTA,RAV 4,2012,SUV,o,gasoli,2.5,98000,4,Tiptronic,Dianteira,45,11,Preto,10,23521,4
LEXUS,RX 450,2013,SUV,Sim,Hibrido,3.5,138038,6,Automatico,Dianteira,45,3,Branco,12,1019,1
FORD,Transit Connect,2010,Vagao de carga,Sim,Dies.,1.8 Turbo,160000,4,Manual,Dianteira,23,22,Prata,4,9095,4
HYUNDAI,Elantra,2013,Sedan,o,gasoli,1.8,130000,6,Automatico,Dianteira,45,1,Branco,2,13799,4
MERCEDESBENZ,E 350,2011,Sedan,Sim,diesel,3,273186,6,Automatico,Traseira,45,3,Branco,12,9879,4
MERCEDESBENZ,Vito,2000,Minivan,o,GASOLI,2.3,70300,4,Manual,Dianteira,45,23,Prata,8,3450,2
MERCEDESBENZ,GLA 250,2015,SUV,Sim,GASOLI,2.0 Turbo,63000,4,Tiptronic,4x4,45,20,Preto,14,,3
OPEL,Tigra,1995,Cupê,o,Gasoli,1.6,,4,Manual,Dianteira,23,30,Preto,2,3500,1
HYUNDAI,Santa FE,2019,SUV,Sim,Dies.,2,47778,4,Automatico,Dianteira,45,19,Cinza,4,,1
VOLKSWAGEN,Golf,2000,Hatchback,o,GASOLI,1.4,230000,4,Manual,Dianteira,23,31,Azul,16,4391,5
OPEL,Combo,2009,Vagao de carga,o,Gás tural,1.6,240000,4,Manual,Dianteira,45,30,Branco,0,10036,2
HYUNDAI,Sota,2013,Sedan,Sim,Gasoli,2,52668,4,Automatico,Dianteira,45,24,Preto,4,12858,4
AUDI,A7,2014,Hatchback,Sim,Gasoli,3,191373,6,Automatico,4x4,45,21,Cinza,0,9565,2
MERCEDESBENZ,A 140 140,1997,Microonibus,o,Dies.,2.9,111000,1,Manual,Traseira,45,30,Vermelho,1,13500,2
TOYOTA,Prius,2013,Sedan,Sim,Hibrido,1.8,114526,4,Automatico,Dianteira,45,4,Branco,12,392,4
JEEP,Wrangler,2014,SUV,Sim,DIESEL,2.8,176300,4,Automatico,Dianteira,45,29,Marrom,4,58971,4
BMW,328 DRIFT CAR,1995,Cupê,o,Gasoli,3.1,177000,6,Manual,Traseira,23,19,Red,0,8781,1
HYUNDAI,H1,2014,Minivan,Sim,diesel,2.5,115417,4,Automatico,Dianteira,45,5,Prata,4,34406,4
TOYOTA,Prius,2008,Hatchback,Sim,Hibrido,1.5,145579,4,Automatico,Dianteira,45,32,Prata,8,50,5
TOYOTA,Ist,2005,Hatchback,o,Gasoli,1.3,138000,4,Automatico,Dianteira,45,16,Branco,4,8467,5
HONDA,FIT,2013,Hatchback,Sim,Gasoli,1.3,131200,4,Automatico,Dianteira,45,15,Preto,4,13397,1
HYUNDAI,Elantra,2011,Sedan,Sim,Gasoli,1.6,161518,4,Automatico,Dianteira,45,23,Branco,4,18240,5
FIAT,500,2013,SUV,Sim,Gasol.,1.4,135914,4,Automatico,Dianteira,45,18,Preto,12,392,5
TOYOTA,Prius,2007,Hatchback,o,Hibrido,1.5,200000,4,Automatico,Dianteira,45,12,Prata,8,9400,4
SUBARU,Forester XT,2015,Hatchback,Sim,Gasol.,2.0 Turbo,61230,4,Automatico,4x4,45,25,Red,10,22110,1
HYUNDAI,Veloster,2015,Hatchback,o,gasoli,1.6,62000,4,Tiptronic,Dianteira,23,24,Azul,12,11604,4
MITSUBISHI,Pajero IO,2005,SUV,o,Gasoli,2,231212,4,Automatico,4x4,45,12,Prata,6,11650,2
TOYOTA,Prius,2013,SUV,Sim,Hibrido,1.8,114526,4,Automatico,Dianteira,45,5,Branco,12,392,4
HYUNDAI,Tucson,2017,SUV,Sim,Diesel,2,150563,4,Automatico,Dianteira,45,29,Preto,4,35269,2
HYUNDAI,H1,2011,Minivan,Sim,diesel,2.5,65564,4,Automatico,Dianteira,45,17,Prata,4,18669,4
SUBARU,XV,2015,SUV,Sim,Gasoli,2,118848,4,Automatico,4x4,45,2,Red,12,314,3
VOLKSWAGEN,Jetta,2019,Sedan,Sim,Gasoli,1.4 Turbo,5000,4,Automatico,Dianteira,45,7,Cinza,16,,1
HYUNDAI,Accent,2016,Sedan,Sim,Dies.,1.6,107393,4,Automatico,Dianteira,45,16,Branco,4,21652,5
HYUNDAI,Genesis,2016,Sedan,Sim,GASOLI,3.3,33705,4,Automatico,Dianteira,45,31,Cinza,4,44533,3
TOYOTA,Aqua,2014,Hatchback,Sim,GASOLI,1.5,71000,4,Automatico,Dianteira,45,9,Preto,4,19306,2
FORD,Fusion,2015,Sedan,Sim,Hibrido,2,149048,4,Automatico,Dianteira,45,32,Branco,0,470,3
DAEWOO,Lacetti,2010,Sedan,Sim,Diesel,2,53223,4,Automatico,Dianteira,45,19,Cinza,4,7997,4
LEXUS,ES 300,2014,Sedan,Sim,Hibrido,2.5,113002,4,Automatico,Dianteira,45,11,Preto,12,17876,1
MERCEDESBENZ,ML 500,2005,SUV,Sim,Gasol.,5,200000,8,Tiptronic,4x4,45,30,Prata,12,22894,4
FORD,Taurus,2014,Sedan,Sim,Gasoli,3.5,,4,Automatico,Dianteira,45,14,Preto,4,32311,1
AUDI,Q5,2015,SUV,Sim,Gasol.,3,54683,6,Tiptronic,4x4,45,25,Preto,12,39201,4
TOYOTA,Tundra,2017,Sedan,Sim,Gasoli,4.6,,8,Automatico,4x4,45,29,Branco,12,6429,2
HYUNDAI,Tucson,2011,SUV,Sim,diesel,2,245312,4,Automatico,Dianteira,45,20,Prata,4,16480,2
FORD,Fusion,2009,Sedan,Sim,Hibrido,2.5,264000,4,Automatico,Dianteira,45,10,Preto,8,12544,3
OPEL,Vectra,1994,Sedan,o,gasoli,2,2697,4,Manual,Dianteira,45,22,Verde,2,3136,2
TOYOTA,Camry,2014,Sedan,Sim,Gasoli,2.5,113600,4,Automatico,Dianteira,45,24,Prata,8,27284,1
TOYOTA,Camry,2013,Sedan,Sim,Hibrido,2.5,232032,4,Automatico,Dianteira,45,11,Prata,12,392,3
HYUNDAI,Santa FE,2014,SUV,Sim,Diesel,2,133169,4,Automatico,Dianteira,45,16,Branco,4,41547,1
KIA,Optima,2012,Sedan,Sim,GASOLI,2.4,150246,4,Automatico,Dianteira,45,23,Marrom,12,2666,5
CHEVROLET,Cruze,2017,Sedan,Sim,Gasoli,1.4,150453,4,Automatico,Dianteira,45,17,Branco,12,4704,5
SSANGYONG,REXTON,2011,SUV,Sim,Diesel,2.7,121649,4,Automatico,Dianteira,45,9,Prata,4,29711,1
MERCEDESBENZ,E 350,2011,Sedan,Sim,Diesel,5.5,325811,8,Automatico,4x4,45,4,Preto,12,13172,4
LEXUS,GX 470 470,2003,SUV,Sim,GASOLI,4.7,147200,8,Automatico,4x4,45,23,Cinza,0,,1
CHRYSLER,200,2016,Sedan,Sim,Gasol.,2.4,90835,4,Automatico,Dianteira,45,8,Preto,12,706,3
TOYOTA,Prius,2012,Hatchback,Sim,Hibrido,1.8,418667,4,Automatico,Dianteira,45,26,Branco,12,314,1
NISSAN,March 231212,2002,Sedan,o,Gasol.,1.2,181000,4,Automatico,Dianteira,45,6,Roxo,12,2822,3
HYUNDAI,H1,2014,Minivan,Sim,Dies.,2.5,154672,4,Automatico,Dianteira,45,25,Prata,4,34657,5
NISSAN,Juke,2013,SUV,Sim,GASOLI,1.6 Turbo,75000,4,Tiptronic,4x4,45,15,Cinza,8,20385,3
HONDA,FIT,2017,Hatchback,Sim,Gasol.,1.3,,4,Automatico,Dianteira,45,17,Preto,4,,1
TOYOTA,Aqua,2017,Universal,Sim,Hibrido,1.5,6589,4,Automatico,Dianteira,45,5,Verde,4,40954,2
BMW,X5,2001,SUV,Sim,DIESEL,3,,6,Tiptronic,Traseira,45,28,Prata,0,15681,5
LEXUS,GX 460,2017,SUV,Sim,gasoli,4.6,69918,8,Automatico,4x4,45,9,Branco,12,33243,4
TOYOTA,Prius,2010,Hatchback,o,Hibrido,1.8,185000,4,Variator,Dianteira,45,8,Prata,6,16308,4
MERCEDESBENZ,E 400,2017,Cupê,Sim,GASOLI,3,36866,6,Automatico,Traseira,23,16,Prata,12,470,1
HYUNDAI,Elantra,2016,Sedan,Sim,Diesel,1.6,37405,4,Automatico,Dianteira,45,13,Branco,4,19736,1
CHEVROLET,Aveo,2012,Sedan,Sim,Gasoli,1.6,83244,4,Automatico,Dianteira,45,27,Preto,4,7370,1
LEXUS,GX 460,2012,SUV,Sim,Gasoli,4.6,255406,8,Automatico,4x4,45,11,Preto,0,54568,3
FORD,Fusion,2016,Sedan,Sim,Hibrido,2,287178,4,Automatico,Dianteira,45,9,Cinza,12,1098,2
HYUNDAI,Elantra,2014,Sedan,Sim,GASOLI,1.8,112000,4,Tiptronic,Dianteira,45,24,Cinza,10,22894,5
TOYOTA,Prius,2012,Hatchback,Sim,Hibrido,1.8,150000,4,Variator,Dianteira,45,1,Prata,8,20071,4
CHEVROLET,Cruze Cruze,2003,Hatchback,o,Gasoli,1.3,160000,4,Automatico,Dianteira,45,31,Red,2,7213,4
CHEVROLET,Cruze,2013,Sedan,Sim,Gasol.,1.4 Turbo,16800,4,Tiptronic,Dianteira,45,14,Azul,10,15053,1
TOYOTA,Land Cruiser,2008,SUV,Sim,Gasoli,4.7,138000,8,Automatico,4x4,>5,30,Preto,10,51746,5
BMW,328 i,2010,Sedan,Sim,GASOLI,3.0 Turbo,94000,6,Tiptronic,4x4,45,19,Azul ceu,0,21326,4
BMW,328,2013,Sedan,Sim,Gasol.,2.8 Turbo,108800,4,Tiptronic,Traseira,45,29,Branco,4,31361,4
MERCEDESBENZ,ML 350,2015,SUV,Sim,Diesel,3.5,,6,Automatico,4x4,45,13,Cinza,12,22894,5
MERCEDESBENZ,E 300,1989,Sedan,o,Gasol.,3,367000,6,Automatico,Traseira,45,2,Cinza,0,5331,2
HYUNDAI,Elantra,2013,Sedan,Sim,Gasoli,1.8,120000,4,Automatico,Dianteira,45,25,Vermelho,8,70,3
HONDA,Civic,2017,Sedan,Sim,Gasol.,2,28899,4,Automatico,Dianteira,45,12,Preto,4,54822,1
SSANGYONG,Actyon,2010,Sedan,Sim,Dies.,2,201000,4,Automatico,Dianteira,45,23,Prata,4,15555,2
HYUNDAI,Santa FE,2011,SUV,Sim,DIESEL,2,52876,4,Automatico,Dianteira,45,7,Prata,4,,4
HONDA,FIT,2005,Hatchback,o,Gasoli,1.3,0,4,Automatico,Dianteira,45,22,Prata,4,30,4
HYUNDAI,H1,2014,Minivan,Sim,Diesel,2.5,190000,4,Automatico,Dianteira,45,6,Branco,4,28423,4
MITSUBISHI,Pajero,1996,SUV,o,Gás tural,2.4,198000,6,Automatico,4x4,23,30,Azul,2,9408,4
TOYOTA,Prius,2011,Hatchback,Sim,Gasoli,1.8,139300,4,Automatico,Dianteira,45,9,Branco,6,18817,5
MERCEDESBENZ,E 220,2004,Sedan,o,DIESEL,2.2 Turbo,259000,4,Tiptronic,Traseira,45,20,Prata,10,12544,2
HONDA,FIT,2012,Hatchback,o,GASOLI,1.3,108000,4,Automatico,Dianteira,45,29,Azul,6,7840,5
HYUNDAI,Elantra,2015,Sedan,Sim,Gasoli,1.6,97896,4,Automatico,Dianteira,45,18,Azul,4,26770,2
HYUNDAI,Tucson,2016,SUV,Sim,Diesel,2,,4,Automatico,Dianteira,45,20,Cinza,4,31653,5
BMW,X6,2009,SUV,Sim,GASOLI,4.4 Turbo,960000,8,Tiptronic,4x4,45,26,Prata,12,35438,4
HYUNDAI,Tucson,2017,SUV,Sim,Diesel,1.7,114886,4,Automatico,Dianteira,45,2,Branco,4,35846,4
NISSAN,Murano,2005,SUV,Sim,Gás tural,3.5,155200,6,Automatico,4x4,45,13,Prata,8,20385,4
MERCEDESBENZ,E 350,2014,Sedan,Sim,Dies.,3.5,219030,6,Automatico,4x4,45,25,Preto,12,29793,4
HYUNDAI,Sota,2015,Sedan,Sim,GASOLI,2,14368,4,Automatico,Dianteira,45,3,Preto,4,20165,2
TOYOTA,Prius,2012,Hatchback,Sim,Hibrido,1.8,297496,4,Automatico,Dianteira,45,8,Red,12,549,3
LEXUS,RX 450,2013,SUV,Sim,Hibrido,3.5,361603,6,Automatico,Dianteira,45,18,Preto,12,941,1
LEXUS,GX 460,2010,SUV,Sim,GASOLI,4.6,260771,8,Automatico,4x4,45,9,Preto,0,46728,1
KIA,Optima,2017,Sedan,Sim,Gasol.,2,33005,4,Automatico,Dianteira,45,24,Preto,4,21639,5
MERCEDESBENZ,GLE 63 AMG,2018,SUV,Sim,GASOLI,5.5 Turbo,23000,8,Tiptronic,4x4,45,11,Preto,16,228935,5
TOYOTA,Prius V,2012,Hatchback,o,Hibrido,1.8,,4,Automatico,Dianteira,45,17,Azul,10,15681,4
MERCEDESBENZ,E 350,2010,Sedan,Sim,Dies.,3.5,189530,6,Automatico,4x4,45,12,Preto,12,12388,2
TOYOTA,Prius C,2012,Hatchback,o,Hibrido,1.5,177120,4,Automatico,Dianteira,45,19,Red,12,20385,5
TOYOTA,Prius C,2014,Hatchback,o,Hibrido,1.5,120000,6,Automatico,Dianteira,45,15,Branco,6,17249,4
MERCEDESBENZ,Sprinter,1998,Microonibus,o,Dies.,2.9 Turbo,0,5,Manual,Traseira,23,4,Azul,0,15500,5
CHEVROLET,Cruze,2019,Sedan,Sim,GASOLI,1.4,17507,4,Automatico,Dianteira,45,24,Marrom,12,470,3
TOYOTA,Camry,2016,Sedan,o,Hibrido,2.5,45000,5,Automatico,Dianteira,45,18,Azul,12,36065,5
VOLKSWAGEN,Eos,2016,Sedan,Sim,GASOLI,0.2,57794,4,Automatico,Dianteira,45,15,Branco,12,2509,3
SUBARU,XV,2015,Sedan,Sim,Gasoli,2,111285,4,Automatico,4x4,45,3,Preto,0,706,2
VAZ,2107,1990,Sedan,o,Gasol.,0.3,18101,4,Manual,Traseira,45,21,Branco,0,3000,1
TOYOTA,Aqua,2015,Hatchback,Sim,GASOLI,1.5,67971,4,Automatico,Dianteira,45,20,Branco,4,26491,2
TOYOTA,Aqua,2012,Hatchback,o,Hibrido,1.5,128000,4,Automatico,Dianteira,45,15,Preto,6,10663,4
HONDA,FIT,2014,Hatchback,Sim,Hibrido,1.5,97512,4,Automatico,Dianteira,45,9,Azul,4,,1
HONDA,FIT,2012,Hatchback,o,Gasol.,1.3,62000,4,Tiptronic,Dianteira,45,13,Branco,6,7527,4
AUDI,A7,2011,Hatchback,Sim,Gasol.,3.0 Turbo,0,6,Tiptronic,4x4,45,13,Branco,8,25089,1
HYUNDAI,Tucson,2016,SUV,Sim,Diesel,2,116887,4,Automatico,Dianteira,45,30,Preto,4,38894,1
JEEP,Compass,2018,Sedan,Sim,Gasoli,2.4,12520,4,Automatico,Dianteira,45,6,Verde,12,8154,3
OPEL,Astra,2008,Universal,o,Dies.,1.7 Turbo,157000,4,Manual,Dianteira,45,10,Bege,6,12858,1
CHEVROLET,Captiva,2009,SUV,Sim,Diesel,2,76559,4,Automatico,Dianteira,45,11,Preto,4,7840,5
OPEL,Astra td,1998,Universal,o,DIESEL,1.7 Turbo,0,4,Manual,Dianteira,45,5,Preto,2,2500,5
TOYOTA,Prius,2010,Hatchback,Sim,Hibrido,1.8,454699,4,Automatico,Dianteira,45,31,Preto,12,392,1
KIA,Cadenza,2013,Sedan,Sim,Gasoli,3,61336,6,Automatico,Dianteira,45,31,Prata,4,10349,1
FIAT,500,2012,Sedan,Sim,Gasoli,1.4,137600,4,Manual,Dianteira,23,23,Marrom,8,14113,4
TOYOTA,Highlander,2008,SUV,Sim,Hibrido,3.3,260053,6,Automatico,4x4,45,16,Prata,12,549,1
HYUNDAI,Tucson Limited,2016,SUV,o,gasoli,1.6 Turbo,52294,4,Automatico,4x4,45,2,Prata,10,26186,2
FORD,Fusion,2013,Sedan,o,GASOLI,2,91779,4,Automatico,Dianteira,45,9,Prata,0,13015,3
HYUNDAI,Sota,2016,Sedan,Sim,Gasoli,2,77462,4,Automatico,Dianteira,45,28,Preto,4,41161,3
MINI,Countryman,2013,SUV,Sim,GASOLI,1.6,123000,4,Tiptronic,4x4,45,13,Azul,6,25716,5
TOYOTA,Aqua,2015,Hatchback,Sim,Hibrido,1.5,138513,4,Automatico,Dianteira,45,22,Branco,4,8467,1
HYUNDAI,Tucson,2012,SUV,Sim,Diesel,2,122603,4,Automatico,Dianteira,45,25,Cinza,4,23207,5
CHEVROLET,Cruze,2010,Sedan,Sim,GASOLI,1.8,,4,Automatico,Dianteira,45,10,Preto,4,6272,5
LEXUS,CT 200h,2013,Sedan,Sim,Hibrido,1.8,,4,Automatico,Dianteira,45,30,Red,0,1333,2
LEXUS,GX 470,2015,SUV,Sim,Gasoli,4.6,273493,8,Automatico,4x4,45,8,Prata,0,69935,3
NISSAN,Juke,2011,SUV,o,Gasoli,1.6 Turbo,55000,4,Tiptronic,4x4,45,28,Cinza,8,19757,1
MASERATI,Ghibli,2014,Sedan,Sim,gasoli,3,43710,6,Automatico,Traseira,45,23,Marrom,12,17562,3
NISSAN,Juke,2013,SUV,o,gasoli,1.6,220861,4,Tiptronic,4x4,45,32,Preto,12,14800,5
MERCEDESBENZ,S 320,2001,Sedan,Sim,GASOLI,3.2,270000,6,Tiptronic,Traseira,45,16,Preto,12,26657,3
HYUNDAI,Elantra,2011,Sedan,Sim,Gasol.,1.8,308501,4,Automatico,Dianteira,45,25,Azul,12,2195,5
MERCEDESBENZ,GLA 250,2015,SUV,Sim,GASOLI,2,99542,4,Automatico,4x4,45,14,Branco,0,11133,1
GAZ,3110,1997,Sedan,o,Gás tural,2.4,0,4,Manual,Traseira,45,9,Preto,0,4077,2
HYUNDAI,Elantra,2012,Sedan,Sim,Gasol.,1.6,121362,4,Automatico,Dianteira,45,7,Preto,4,19121,5
FORD,Fusion,2014,Sedan,Sim,GASOLI,2,,4,Automatico,Dianteira,45,29,Cinza,0,18817,2
BMW,550,2014,Sedan,Sim,Gasoli,4.4,84909,8,Automatico,Traseira,45,7,Preto,0,26657,3
HYUNDAI,Genesis,2009,Cupê,Sim,Gasoli,2,119021,4,Automatico,Dianteira,45,25,Cinza,4,14062,3
HYUNDAI,Elantra,2011,Sedan,o,Gasol.,1.8,150000,4,Tiptronic,Dianteira,45,22,Azul ceu,6,,2
HYUNDAI,Sota,2015,Sedan,Sim,Gasol.,2,51115,4,Automatico,Dianteira,45,14,Cinza,4,47694,3
FORD,Focus,2015,Hatchback,o,GASOLI,2,217600,4,Automatico,Dianteira,45,17,Branco,8,13172,2
DODGE,Avenger,2008,Sedan,Sim,Gasol.,3.8,319858,6,Automatico,Dianteira,45,21,Prata,12,862,2
MITSUBISHI,Pajero IO,2007,SUV,o,Gasoli,2,180000,4,Automatico,4x4,45,27,Red,2,80,2
OPEL,Corsa,2007,Hatchback,o,GASOLI,1.4,180000,4,Manual,Dianteira,45,26,Preto,8,10349,1
CHEVROLET,Cruze,2016,Sedan,o,GASOLI,1.4 Turbo,13120,4,Tiptronic,Dianteira,45,23,Branco,12,20385,3
LEXUS,GX 460,2012,SUV,Sim,Gasoli,4.6,255406,8,Automatico,4x4,45,8,Preto,0,12858,4
SSANGYONG,REXTON,2016,SUV,Sim,Diesel,2.2,43877,4,Automatico,Dianteira,45,27,Marrom,4,59464,5
MERCEDESBENZ,GL 350 BLUETEC,2013,SUV,Sim,DIESEL,3.0 Turbo,99000,6,Tiptronic,4x4,45,22,Cinza,12,83107,4
TOYOTA,Prius,2012,Hatchback,Sim,Hibrido,1.8,72288,4,Automatico,Dianteira,45,24,Red,7,15210,4
MERCEDESBENZ,E 350,2009,Sedan,Sim,diesel,3.5,266061,6,Automatico,4x4,45,11,Preto,12,1411,2
TOYOTA,Prius,2009,Hatchback,Sim,Hibrido,1.5,173213,4,Automatico,Dianteira,45,20,Branco,12,6586,2
MERCEDESBENZ,ML 350,2015,SUV,Sim,DIESEL,3.5,79080,6,Automatico,4x4,45,11,Cinza,12,22894,3
FORD,Fusion,2013,Sedan,o,gasoli,1.5 Turbo,100000,4,Automatico,Dianteira,45,13,Preto,8,19444,5
SSANGYONG,Korando,2011,SUV,Sim,DIESEL,2,114570,4,Automatico,Dianteira,45,18,Branco,4,22947,1
TOYOTA,Highlander,2009,SUV,Sim,Hibrido,3.3,420550,6,Automatico,4x4,45,6,Azul,12,12074,3
TOYOTA,Prius,2010,Sedan,Sim,Hibrido,1.8,,4,Variator,Dianteira,45,1,Vermelho,8,9722,5
TOYOTA,Prius,2014,Hatchback,Sim,Hibrido,1.8,146019,4,Automatico,Dianteira,45,17,Branco,12,188,1
FORD,Transit Connect,2011,Vagao de carga,o,Dies.,1.8 Turbo,219123,4,Manual,Dianteira,45,31,Prata,8,9408,1
MERCEDESBENZ,G 65 AMG G63 AMG,2013,SUV,Sim,gasoli,5.5 Turbo,,8,Tiptronic,4x4,45,25,Preto,12,216391,4
HYUNDAI,Genesis,2010,Sedan,Sim,GASOLI,3.3,,4,Automatico,Dianteira,45,28,Preto,4,23207,2
LEXUS,GX 460,2015,SUV,Sim,GASOLI,4.6,129931,8,Automatico,4x4,45,8,Preto,0,,4
HYUNDAI,Sota,2011,Sedan,Sim,GASOLI,2,,4,Automatico,Dianteira,45,25,Prata,4,13297,4
HYUNDAI,Elantra,2011,Sedan,o,Gasol.,1.8,152000,4,Automatico,Dianteira,45,27,Prata,8,12544,3
TOYOTA,Camry,2012,Sedan,o,Gasoli,2.5,102088,4,Automatico,Dianteira,45,22,Cinza,0,21953,4
BMW,320,2001,Cupê,o,Gasol.,2.5,999999,6,Manual,Traseira,23,26,Branco,0,6,5
HYUNDAI,Elantra,2014,Sedan,Sim,gasoli,2,122566,4,Automatico,Dianteira,45,29,Prata,12,941,1
SUZUKI,Ignis,2005,Hatchback,o,Gasoli,1.3,190000,4,Manual,Dianteira,45,7,Prata,4,7840,4
HYUNDAI,H1,2016,Minivan,Sim,Diesel,2.5,48800,4,Automatico,Dianteira,45,21,Prata,4,42218,2
MERCEDESBENZ,Vito,2008,Minivan,o,DIESEL,2.2 Turbo,198700,4,Manual,Traseira,23,30,Branco,6,17000,5
SUBARU,Crosstrek,2019,Sedan,Sim,Gasoli,2,6384,4,Automatico,4x4,45,22,Azul,12,7213,5
TOYOTA,Prius,2010,SUV,Sim,Hibrido,1.8,,4,Automatico,Dianteira,45,21,Branco,12,470,5
TOYOTA,CHR,2019,SUV,Sim,Gasoli,2,29541,4,Automatico,Dianteira,45,2,Azul,12,17876,4
FORD,Mondeo,1995,Hatchback,o,Gás tural,1.6,250000,4,Manual,Dianteira,45,23,Prata,2,3136,5
HYUNDAI,Tucson,2011,SUV,Sim,Dies.,2,144166,4,Automatico,Dianteira,45,9,Preto,4,28830,1
TOYOTA,Camry,2016,Sedan,o,Hibrido,2.5,140000,4,Automatico,Dianteira,45,25,Azul,12,32929,3
LEXUS,GX 460,2010,SUV,Sim,Gasoli,4.6,155821,8,Automatico,4x4,45,10,Preto,0,39201,3
BMW,X5,2014,SUV,Sim,diesel,2,260000,4,Tiptronic,4x4,45,32,Preto,12,94080,1
LEXUS,GX 470,2008,SUV,Sim,Gasoli,4.7,218126,8,Automatico,4x4,45,4,Preto,0,282,1
TOYOTA,Aqua,2013,Hatchback,o,Hibrido,1.5,129000,4,Variator,Dianteira,45,22,Branco,4,10349,5
CHEVROLET,Camaro LS,2013,Cupê,o,GASOLI,3.6,155253,6,Manual,Traseira,23,25,Preto,12,23521,4
CHEVROLET,Cruze,2014,Sedan,o,Gasoli,1.4 Turbo,147200,4,Manual,Dianteira,45,1,Red,8,10976,1
LEXUS,RX 400,2007,SUV,Sim,Hibrido,3.3,14000,6,Automatico,4x4,45,28,Preto,10,23834,3
TOYOTA,Corolla ECO,2017,Sedan,Sim,Gasoli,1.8,12865,4,Tiptronic,Dianteira,45,11,Bege,12,30420,3
TOYOTA,Aqua,2013,Hatchback,o,Hibrido,1.5,150000,6,Automatico,Traseira,45,23,Branco,0,50,2
TOYOTA,CHR,2019,SUV,Sim,Gasol.,2,24339,4,Automatico,Dianteira,45,11,Azul,12,549,3
HYUNDAI,Santa FE,2016,SUV,Sim,diesel,2,123178,4,Automatico,Dianteira,45,4,Azul,4,41055,3
TOYOTA,Prius,2008,Hatchback,Sim,Hibrido,1.5,198000,4,Variator,Dianteira,45,13,Preto,6,11604,4
FORD,Fusion,2015,Sedan,Sim,Hibrido,2,,4,Automatico,Dianteira,45,21,Verde,0,2666,4
MERCEDESBENZ,E 200,2005,Sedan,Sim,Gás tural,1.8,187323,4,Automatico,Traseira,45,32,Prata,6,15994,5
OPEL,Astra G,1999,Sedan,o,Gasol.,1.6,200000,4,Manual,Dianteira,45,27,Prata,4,8154,2
TOYOTA,RAV 4 SPORT,2010,SUV,Sim,Gasol.,2.5,109534,4,Tiptronic,4x4,45,6,Branco,10,23521,5
CADILLAC,Catera,2000,Sedan,Sim,Gás tural,3,180000,6,Manual,Traseira,45,22,Preto,12,4800,2
FORD,Escape,2011,SUV,Sim,Hibrido,2.5,130306,4,Automatico,4x4,45,4,Verde,0,314,5
TOYOTA,Prius,2008,Hatchback,Sim,Hibrido,1.5,204000,4,Automatico,Dianteira,45,13,Dourado,8,7840,2
TOYOTA,Tacoma,2020,Sedan,Sim,Gasol.,3.5,1669,6,Automatico,4x4,45,27,Preto,12,31675,5
TOYOTA,Camry,2013,Sedan,Sim,Hibrido,2.5,190549,4,Automatico,Dianteira,45,27,Preto,12,5018,2
KIA,Optima,2011,Sedan,Sim,Gasol.,2,41283,4,Automatico,Dianteira,45,29,Preto,4,,4
AUDI,Q7,2008,SUV,Sim,GASOLI,3.6,220000,6,Tiptronic,4x4,45,5,Prata,8,16935,1
OPEL,Astra,1999,Vagao de carga,o,gasoli,1.6,202966,4,Manual,Dianteira,45,6,Azul,4,6899,5
NISSAN,March,2015,Hatchback,Sim,gasoli,1.2,75920,4,Automatico,Dianteira,45,29,Prata,4,5378,3
HONDA,Civic,2014,Cupê,Sim,GASOLI,2.4,58000,4,Automatico,Dianteira,45,5,Preto,4,41538,3
PORSCHE,Cayman,2018,SUV,Sim,Gasol.,2,1166,4,Automatico,Traseira,45,19,Branco,12,25716,2
